make_model,Price,Registration Date,COE Remaining,Manufactured,Mileage,No. of Owners,Transmission,Engine Capacity,fuel_type,COE,OMV,Paper Value,Depreciation,Type
MAZDA 3 1.5A SUNROOF,"$56,888   ",29-Dec-2016,5yrs 7mths 10days,2016,"80,000 km",4,Auto,"1,496 cc",,"$51,507","$19,053","$39,468","$8,880 / year",Mid-Sized Sedan
TOYOTA WISH 1.8A (COE TILL 05/2026),"$33,500   ",02-May-2006,4yrs 11mths 13days,2006,"295,780 km",2,Auto,"1,794 cc",,"$46,048","$20,562","$22,822","$6,760 / year",MPV
MASERATI LEVANTE GRANLUSSO 3.0A,"$373,800   ",13-Mar-2021,9yrs 9mths 22days,2020,78 km,1,Auto,"2,979 cc",,"$51,900","$87,525","$148,135","$31,460 / year",SUV
ALFA ROMEO GIULIA 2.9A QUADRIFOGLIO,"$257,888   ",14-Feb-2018,6yrs 8mths 26days,2017,"42,888 km",5,Auto,"2,891 cc",,"$39,903","$89,164","$126,287","$28,410 / year",Sports Car
MASERATI GRANTURISMO S CAMBIOCORSA (COE TILL 04/2029),"$135,000   ",11-Dec-2009,7yrs 11mths 12days,2009,"89,200 km",More than 6,Auto,"4,691 cc",,"$35,411","$121,143","$28,174","$16,970 / year",Sports Car
BMW 5 SERIES 535I,"$75,000   ",27-Jul-2012,1yr 2mths 8days,2012,"87,633 km",1,Auto,"2,979 cc",,"$88,990","$57,029","$41,947","$39,090 / year",Luxury Sedan
MITSUBISHI OUTLANDER 2.4A SUNROOF,"$74,800   ",25-Oct-2016,5yrs 5mths 6days,2016,"90,834 km",1,Auto,"2,360 cc",,"$53,001","$24,240","$48,276","$11,370 / year",SUV
TOYOTA ALPHARD 2.5A SC MOONROOF,"$149,800   ",16-Aug-2017,6yrs 2mths 28days,2017,"41,100 km",1,Auto,"2,493 cc",,"$53,711","$45,121","$74,928","$19,570 / year",MPV
VOLVO S80 T5 DRIVE-E,"$67,800   ",06-Jan-2016,4yrs 7mths 18days,2015,"90,256 km",2,Auto,"1,969 cc",,"$61,103","$25,596","$47,826","$11,620 / year",Luxury Sedan
HONDA CITY 1.5A SV,"$81,800   ",20-Dec-2018,7yrs 7mths 1day,2018,"25,000 km",1,Auto,"1,497 cc",,"$28,457","$17,864","$35,010","$9,590 / year",Mid-Sized Sedan
MASERATI LEVANTE GRANLUSSO 3.0A,"$373,800   ",13-Mar-2021,9yrs 9mths 22days,2020,78 km,1,Auto,"2,979 cc",,"$51,900","$87,525","$148,135","$31,460 / year",SUV
ALFA ROMEO GIULIA 2.9A QUADRIFOGLIO,"$257,888   ",14-Feb-2018,6yrs 8mths 26days,2017,"42,888 km",5,Auto,"2,891 cc",,"$39,903","$89,164","$126,287","$28,410 / year",Sports Car
MASERATI GRANTURISMO S CAMBIOCORSA (COE TILL 04/2029),"$135,000   ",11-Dec-2009,7yrs 11mths 12days,2009,"89,200 km",More than 6,Auto,"4,691 cc",,"$35,411","$121,143","$28,174","$16,970 / year",Sports Car
BMW 5 SERIES 535I,"$75,000   ",27-Jul-2012,1yr 2mths 8days,2012,"87,633 km",1,Auto,"2,979 cc",,"$88,990","$57,029","$41,947","$39,090 / year",Luxury Sedan
MITSUBISHI OUTLANDER 2.4A SUNROOF,"$74,800   ",25-Oct-2016,5yrs 5mths 6days,2016,"90,834 km",1,Auto,"2,360 cc",,"$53,001","$24,240","$48,276","$11,370 / year",SUV
TOYOTA ALPHARD 2.5A SC MOONROOF,"$149,800   ",16-Aug-2017,6yrs 2mths 28days,2017,"41,100 km",1,Auto,"2,493 cc",,"$53,711","$45,121","$74,928","$19,570 / year",MPV
VOLVO S80 T5 DRIVE-E,"$67,800   ",06-Jan-2016,4yrs 7mths 18days,2015,"90,256 km",2,Auto,"1,969 cc",,"$61,103","$25,596","$47,826","$11,620 / year",Luxury Sedan
TOYOTA WISH 1.8A (COE TILL 05/2026),"$33,500   ",02-May-2006,4yrs 11mths 13days,2006,"295,780 km",2,Auto,"1,794 cc",,"$46,048","$20,562","$22,822","$6,760 / year",MPV
MASERATI LEVANTE GRANLUSSO 3.0A,"$373,800   ",13-Mar-2021,9yrs 9mths 22days,2020,78 km,1,Auto,"2,979 cc",,"$51,900","$87,525","$148,135","$31,460 / year",SUV
ALFA ROMEO GIULIA 2.9A QUADRIFOGLIO,"$257,888   ",14-Feb-2018,6yrs 8mths 26days,2017,"42,888 km",5,Auto,"2,891 cc",,"$39,903","$89,164","$126,287","$28,410 / year",Sports Car
MASERATI GRANTURISMO S CAMBIOCORSA (COE TILL 04/2029),"$135,000   ",11-Dec-2009,7yrs 11mths 12days,2009,"89,200 km",More than 6,Auto,"4,691 cc",,"$35,411","$121,143","$28,174","$16,970 / year",Sports Car
BMW 5 SERIES 535I,"$75,000   ",27-Jul-2012,1yr 2mths 8days,2012,"87,633 km",1,Auto,"2,979 cc",,"$88,990","$57,029","$41,947","$39,090 / year",Luxury Sedan
MITSUBISHI OUTLANDER 2.4A SUNROOF,"$74,800   ",25-Oct-2016,5yrs 5mths 6days,2016,"90,834 km",1,Auto,"2,360 cc",,"$53,001","$24,240","$48,276","$11,370 / year",SUV
TOYOTA ALPHARD 2.5A SC MOONROOF,"$149,800   ",16-Aug-2017,6yrs 2mths 28days,2017,"41,100 km",1,Auto,"2,493 cc",,"$53,711","$45,121","$74,928","$19,570 / year",MPV
VOLVO S80 T5 DRIVE-E,"$67,800   ",06-Jan-2016,4yrs 7mths 18days,2015,"90,256 km",2,Auto,"1,969 cc",,"$61,103","$25,596","$47,826","$11,620 / year",Luxury Sedan
CHEVROLET ORLANDO 1.4A TURBO LS,"$59,888   ",28-Feb-2017,5yrs 9mths 9days,2016,"41,000 km",1,Auto,"1,362 cc",,"$50,621","$16,114","$41,362","$8,960 / year",MPV
VOLVO V60 T2,"$88,800   ",31-Oct-2017,6yrs 5mths 12days,2017,"60,000 km",1,Auto,"1,498 cc",,"$36,001","$28,344","$46,999","$11,300 / year",Stationwagon
NISSAN QASHQAI 1.2A,"$62,800   ",15-Feb-2017,5yrs 8mths 27days,2016,"37,000 km",1,Auto,"1,197 cc",,"$48,401","$18,725","$38,114","$9,730 / year",SUV
MITSUBISHI LANCER 1.6A GLX (COE TILL 03/2023),"$15,800   ",01-Apr-2008,1yr 10mths 13days,2008,"145,000 km",2,Auto,"1,584 cc",,"$19,637","$12,941","$3,669","$8,460 / year",Mid-Sized Sedan
VOLKSWAGEN CC 2.0A TSI R-LINE,"$87,000   ",13-Apr-2016,4yrs 10mths 25days,2015,"63,000 km",3,Auto,"1,984 cc",,"$48,002","$35,878","$53,102","$13,430 / year",Luxury Sedan
MAZDA 3 1.5A SUNROOF,"$51,500   ",16-Mar-2016,4yrs 9mths 25days,2015,"79,300 km",1,Auto,"1,496 cc",,"$45,002","$15,541","$29,103","$9,580 / year",Mid-Sized Sedan
TOYOTA WISH 1.8A X,"$68,800   ",13-Sep-2016,5yrs 3mths 25days,2016,"78,000 km",1,Auto,"1,797 cc",,"$57,501","$18,882","$44,771","$11,150 / year",MPV
MITSUBISHI LANCER EX 2.0A GT (COE TILL 08/2029),"$63,888   ",31-Aug-2009,8yrs 3mths 12days,2009,"173,000 km",2,Auto,"1,998 cc",,"$39,936","$22,719","$33,109","$7,710 / year",Mid-Sized Sedan
TOYOTA ESTIMA 2.4A AERAS (COE TILL 06/2026),"$45,800   ",30-Nov-2006,5yrs 1mth 12days,2006,"162,129 km",5,Auto,"2,362 cc",,"$48,479","$29,128","$24,824","$8,940 / year",MPV
AUDI A6 2.0A TFSI MU (COE TILL 01/2029),"$56,000   ",22-Jan-2009,7yrs 8mths 3days,2008,"182,000 km",5,Auto,"1,984 cc",,"$31,335","$44,160","$24,081","$7,290 / year",Luxury Sedan
MAZDA 3 HB 1.5A DELUXE,"$73,800   ",23-Jan-2018,6yrs 8mths 4days,2017,"47,040 km",1,Auto,"1,496 cc",,"$36,890","$17,962","$38,132","$9,700 / year",Hatchback
MASERATI GRANTURISMO SPORT 4.7A,"$378,000   ",30-Jan-2018,6yrs 8mths 11days,2017,"25,000 km",2,Auto,"4,691 cc",,"$47,390","$120,280","$173,149","$42,320 / year",Sports Car
MASERATI QUATTROPORTE GRANLUSSO 3.0A,"$258,888   ",13-Sep-2017,6yrs 3mths 25days,2017,"55,000 km",3,Auto,"2,979 cc",,"$52,751","$106,418","$156,021","$28,010 / year",Luxury Sedan
MERCEDES-BENZ GLA-CLASS GLA250 4MATIC,"$74,000   ",09-Jul-2014,3yrs 1mth 20days,2014,"69,000 km",4,Auto,"1,991 cc",,"$65,700","$33,823","$42,975","$18,080 / year",SUV
AUDI TT ROADSTER 2.0A TFSI QUATTRO S-TRONIC,"$129,500   ",22-Apr-2016,4yrs 11mths 3days,2015,"44,000 km",2,Auto,"1,984 cc",,"$46,667","$52,304","$69,305","$19,560 / year",Sports Car
MERCEDES-BENZ C-CLASS C180 AVANTGARDE,"$127,800   ",06-Feb-2018,6yrs 8mths 18days,2017,"57,800 km",1,Auto,"1,595 cc",,"$45,289","$37,239","$63,550","$15,730 / year",Luxury Sedan
SUZUKI SWIFT SPORT 1.6M (COE TILL 12/2030),"$56,800   ",16-Dec-2010,9yrs 6mths 27days,2010,"120,000 km",3,Manual,"1,586 cc",,"$37,303","$15,132","$35,750","$5,930 / year",Hatchback
HONDA FIT 1.3A GF,"$75,800   ",06-Jan-2020,8yrs 7mths 18days,2019,"7,000 km",2,Auto,"1,317 cc",,"$34,001","$15,689","$33,647","$8,440 / year",Hatchback
MINI JOHN COOPER WORKS GP 2.0A,"$235,800   ",09-Nov-2020,9yrs 5mths 21days,2020,88 km,1,Auto,"1,998 cc",,"$40,301","$48,191","$82,815","$21,730 / year",Sports Car
BENTLEY FLYING SPUR 6.0A W12,"$1,198,888   ",09-Nov-2020,9yrs 5mths 21days,2019,88 km,1,Auto,"5,998 cc",,"$39,000","$285,701","$401,677","$100,790 / year",Luxury Sedan
VOLKSWAGEN JETTA GP 1.4A TSI HIGHLINE,"$68,822   ",14-Jul-2017,6yrs 1mth 25days,2015,"60,000 km",2,Auto,"1,390 cc",,"$42,801","$21,562","$42,989","$9,380 / year",Mid-Sized Sedan
AUDI A3 SEDAN 1.4A TFSI S-TRONIC AMBIENTE,"$55,888   ",30-Jan-2015,3yrs 8mths 11days,2014,"73,787 km",2,Auto,"1,395 cc",,"$65,001","$27,182","$33,863","$13,060 / year",Luxury Sedan
AUDI A8L MILD HYBRID 3.0A TFSI QUATTRO TIP,"$285,000   ",16-Aug-2019,8yrs 2mths 28days,2018,"41,000 km",2,Auto,"2,995 cc",Petrol-Electric,"$48,010","$76,384","$121,724","$27,910 / year",Luxury Sedan
MERCEDES-BENZ CLA-CLASS CLA180 AMG LINE,"$69,800   ",06-Feb-2015,3yrs 8mths 18days,2014,"103,000 km",2,Auto,"1,595 cc",,"$65,001","$27,454","$37,485","$16,000 / year",Luxury Sedan
AUDI TT ROADSTER 2.0A TFSI QUATTRO S-TRONIC,"$129,500   ",22-Apr-2016,4yrs 11mths 3days,2015,"44,000 km",2,Auto,"1,984 cc",,"$46,667","$52,304","$69,305","$19,560 / year",Sports Car
HONDA ACCORD 2.0A (COE TILL 04/2024),"$29,000   ",29-Apr-2009,2yrs 11mths 10days,2008,"193,000 km",4,Auto,"1,997 cc",,"$17,706","$33,066","$5,220","$9,840 / year",Luxury Sedan
MERCEDES-BENZ C-CLASS C180 AVANTGARDE,"$127,800   ",06-Feb-2018,6yrs 8mths 18days,2017,"57,800 km",1,Auto,"1,595 cc",,"$45,289","$37,239","$63,550","$15,730 / year",Luxury Sedan
SUZUKI SWIFT SPORT 1.6M (COE TILL 12/2030),"$56,800   ",16-Dec-2010,9yrs 6mths 27days,2010,"120,000 km",3,Manual,"1,586 cc",,"$37,303","$15,132","$35,750","$5,930 / year",Hatchback
HONDA FIT 1.3A GF,"$75,800   ",06-Jan-2020,8yrs 7mths 18days,2019,"7,000 km",2,Auto,"1,317 cc",,"$34,001","$15,689","$33,647","$8,440 / year",Hatchback
MINI JOHN COOPER WORKS GP 2.0A,"$235,800   ",09-Nov-2020,9yrs 5mths 21days,2020,88 km,1,Auto,"1,998 cc",,"$40,301","$48,191","$82,815","$21,730 / year",Sports Car
BENTLEY FLYING SPUR 6.0A W12,"$1,198,888   ",09-Nov-2020,9yrs 5mths 21days,2019,88 km,1,Auto,"5,998 cc",,"$39,000","$285,701","$401,677","$100,790 / year",Luxury Sedan
VOLKSWAGEN JETTA GP 1.4A TSI HIGHLINE,"$68,822   ",14-Jul-2017,6yrs 1mth 25days,2015,"60,000 km",2,Auto,"1,390 cc",,"$42,801","$21,562","$42,989","$9,380 / year",Mid-Sized Sedan
AUDI TT ROADSTER 2.0A TFSI QUATTRO S-TRONIC,"$129,500   ",22-Apr-2016,4yrs 11mths 3days,2015,"44,000 km",2,Auto,"1,984 cc",,"$46,667","$52,304","$69,305","$19,560 / year",Sports Car
HONDA ACCORD 2.0A (COE TILL 04/2024),"$29,000   ",29-Apr-2009,2yrs 11mths 10days,2008,"193,000 km",4,Auto,"1,997 cc",,"$17,706","$33,066","$5,220","$9,840 / year",Luxury Sedan
MERCEDES-BENZ C-CLASS C180 AVANTGARDE,"$127,800   ",06-Feb-2018,6yrs 8mths 18days,2017,"57,800 km",1,Auto,"1,595 cc",,"$45,289","$37,239","$63,550","$15,730 / year",Luxury Sedan
SUZUKI SWIFT SPORT 1.6M (COE TILL 12/2030),"$56,800   ",16-Dec-2010,9yrs 6mths 27days,2010,"120,000 km",3,Manual,"1,586 cc",,"$37,303","$15,132","$35,750","$5,930 / year",Hatchback
HONDA FIT 1.3A GF,"$75,800   ",06-Jan-2020,8yrs 7mths 18days,2019,"7,000 km",2,Auto,"1,317 cc",,"$34,001","$15,689","$33,647","$8,440 / year",Hatchback
MINI JOHN COOPER WORKS GP 2.0A,"$235,800   ",09-Nov-2020,9yrs 5mths 21days,2020,88 km,1,Auto,"1,998 cc",,"$40,301","$48,191","$82,815","$21,730 / year",Sports Car
BENTLEY FLYING SPUR 6.0A W12,"$1,198,888   ",09-Nov-2020,9yrs 5mths 21days,2019,88 km,1,Auto,"5,998 cc",,"$39,000","$285,701","$401,677","$100,790 / year",Luxury Sedan
VOLKSWAGEN JETTA GP 1.4A TSI HIGHLINE,"$68,822   ",14-Jul-2017,6yrs 1mth 25days,2015,"60,000 km",2,Auto,"1,390 cc",,"$42,801","$21,562","$42,989","$9,380 / year",Mid-Sized Sedan
VOLVO XC90 T6 R-DESIGN,"$319,000   ",07-Jan-2021,9yrs 7mths 19days,2019,"5,000 km",1,Auto,"1,969 cc",,"$49,500","$66,806","$116,925","$28,300 / year",SUV
JAGUAR XF 2.0A PRESTIGE,"$180,500   ",29-Oct-2020,9yrs 5mths 10days,2019,"3,000 km",1,Auto,"1,997 cc",,"$40,301","$38,527","$72,546","$16,670 / year",Luxury Sedan
VOLVO S90 T5 MOMENTUM,"$189,000   ",21-Dec-2020,9yrs 7mths 2days,2019,"8,500 km",1,Auto,"1,969 cc",,"$39,500","$38,681","$72,525","$17,290 / year",Luxury Sedan
KIA NIRO HYBRID 1.6A SUNROOF,"$73,500   ",18-Apr-2017,5yrs 10mths 30days,2017,"27,200 km",2,Auto,"1,580 cc",Petrol-Electric,"$48,209","$27,666","$32,279","$12,000 / year",SUV
BMW 4 SERIES 420I GRAN COUPE M-SPORT,"$151,888   ",30-Jul-2018,7yrs 2mths 11days,2018,"24,500 km",1,Auto,"1,998 cc",,"$31,001","$45,907","$64,532","$17,180 / year",Luxury Sedan
SUZUKI SWIFT 1.3M XG (COE TILL 11/2022),"$12,800   ",10-Dec-2007,1yr 6mths 12days,2007,"176,500 km",4,Manual,"1,328 cc",,"$20,997","$9,900","$3,227","$8,330 / year",Hatchback
PORSCHE 911 CARRERA S,"$620,800   ",08-Jan-2021,9yrs 7mths 20days,2020,5 km,1,Auto,"2,981 cc",,"$39,000","$137,885","$202,766","$52,940 / year",Sports Car
HONDA FIT 1.3A GF,"$75,800   ",06-Jan-2020,8yrs 7mths 18days,2019,"7,000 km",2,Auto,"1,317 cc",,"$34,001","$15,689","$33,647","$8,440 / year",Hatchback
MINI JOHN COOPER WORKS GP 2.0A,"$235,800   ",09-Nov-2020,9yrs 5mths 21days,2020,88 km,1,Auto,"1,998 cc",,"$40,301","$48,191","$82,815","$21,730 / year",Sports Car
BENTLEY FLYING SPUR 6.0A W12,"$1,198,888   ",09-Nov-2020,9yrs 5mths 21days,2019,88 km,1,Auto,"5,998 cc",,"$39,000","$285,701","$401,677","$100,790 / year",Luxury Sedan
VOLKSWAGEN JETTA GP 1.4A TSI HIGHLINE,"$68,822   ",14-Jul-2017,6yrs 1mth 25days,2015,"60,000 km",2,Auto,"1,390 cc",,"$42,801","$21,562","$42,989","$9,380 / year",Mid-Sized Sedan
ASTON MARTIN V8 VANTAGE N430 COUPE SPORTSHIFT II,"$330,000   ",08-Nov-2016,5yrs 5mths 20days,2015,"22,000 km",1,Auto,"4,735 cc",,"$56,340","$132,387","$188,579","$41,060 / year",Sports Car
MERCEDES-BENZ E-CLASS E250 CGI AVANTGARDE (COE TILL 09/2029),"$75,800   ",26-Feb-2010,8yrs 4mths 12days,2009,"137,009 km",3,Auto,"1,796 cc",,"$37,941","$52,997","$31,777","$9,050 / year",Luxury Sedan
LAND ROVER RANGE ROVER SPORT DIESEL 3.0A (COE TILL 09/2030),"$111,800   ",11-Nov-2010,9yrs 4mths 12days,2010,"118,000 km",5,Auto,"2,993 cc",Diesel,"$34,935","$80,637","$32,753","$11,920 / year",SUV
TOYOTA COROLLA ALTIS 1.6A (COE TILL 03/2031),"$59,888   ",17-Mar-2011,9yrs 9mths 26days,2010,"150,210 km",3,Auto,"1,598 cc",,"$41,397","$16,446","$40,705","$6,090 / year",Mid-Sized Sedan
LAND ROVER RANGE ROVER VELAR 2.0A SI4 R-DYNAMIC,"$248,000   ",12-Apr-2019,7yrs 10mths 24days,2018,"9,000 km",2,Auto,"1,997 cc",,"$43,102","$67,922","$104,763","$25,410 / year",SUV
AUDI A3 SEDAN 1.4A TFSI S-TRONIC AMBIENTE,"$47,800   ",28-Jun-2014,3yrs 1mth 9days,2014,"101,000 km",3,Auto,"1,395 cc",,"$65,501","$27,213","$30,200","$12,930 / year",Luxury Sedan
PORSCHE BOXSTER 2.7A (COE TILL 10/2027),"$87,000   ",23-Oct-2008,6yrs 5mths 13days,2006,"104,000 km",2,Auto,"2,687 cc",,"$50,451","$49,704","$32,579","$13,470 / year",Sports Car
SUBARU WRX 2.0A,"$99,800   ",12-May-2016,4yrs 11mths 23days,2016,"47,318 km",4,Auto,"1,998 cc",,"$38,610","$27,492","$40,584","$16,970 / year",Sports Car
TOYOTA VIOS 1.5A E SPORTS (COE TILL 09/2025),"$32,000   ",29-Sep-2010,4yrs 4mths 10days,2010,"171,000 km",2,Auto,"1,497 cc",,"$16,570","$12,306","$7,236","$7,330 / year",Mid-Sized Sedan
AUDI Q7 2.0A TFSI QUATTRO,"$202,888   ",10-Sep-2018,7yrs 3mths 22days,2018,"75,000 km",2,Auto,"1,984 cc",,"$37,989","$59,271","$86,816","$22,350 / year",SUV
MERCEDES-BENZ B-CLASS B200 PROGRESSIVE,"$153,888   ",26-Feb-2020,8yrs 9mths 7days,2019,"21,000 km",1,Auto,"1,332 cc",,"$37,109","$34,263","$62,562","$15,250 / year",Hatchback
MERCEDES-BENZ E-CLASS E250 CGI AVANTGARDE (COE TILL 09/2029),"$75,800   ",26-Feb-2010,8yrs 4mths 12days,2009,"137,009 km",3,Auto,"1,796 cc",,"$37,941","$52,997","$31,777","$9,050 / year",Luxury Sedan
LAND ROVER RANGE ROVER SPORT DIESEL 3.0A (COE TILL 09/2030),"$111,800   ",11-Nov-2010,9yrs 4mths 12days,2010,"118,000 km",5,Auto,"2,993 cc",Diesel,"$34,935","$80,637","$32,753","$11,920 / year",SUV
TOYOTA COROLLA ALTIS 1.6A (COE TILL 03/2031),"$59,888   ",17-Mar-2011,9yrs 9mths 26days,2010,"150,210 km",3,Auto,"1,598 cc",,"$41,397","$16,446","$40,705","$6,090 / year",Mid-Sized Sedan
LAND ROVER RANGE ROVER VELAR 2.0A SI4 R-DYNAMIC,"$248,000   ",12-Apr-2019,7yrs 10mths 24days,2018,"9,000 km",2,Auto,"1,997 cc",,"$43,102","$67,922","$104,763","$25,410 / year",SUV
AUDI A3 SEDAN 1.4A TFSI S-TRONIC AMBIENTE,"$47,800   ",28-Jun-2014,3yrs 1mth 9days,2014,"101,000 km",3,Auto,"1,395 cc",,"$65,501","$27,213","$30,200","$12,930 / year",Luxury Sedan
PORSCHE BOXSTER 2.7A (COE TILL 10/2027),"$87,000   ",23-Oct-2008,6yrs 5mths 13days,2006,"104,000 km",2,Auto,"2,687 cc",,"$50,451","$49,704","$32,579","$13,470 / year",Sports Car
SUBARU WRX 2.0A,"$99,800   ",12-May-2016,4yrs 11mths 23days,2016,"47,318 km",4,Auto,"1,998 cc",,"$38,610","$27,492","$40,584","$16,970 / year",Sports Car
TOYOTA VIOS 1.5A E SPORTS (COE TILL 09/2025),"$32,000   ",29-Sep-2010,4yrs 4mths 10days,2010,"171,000 km",2,Auto,"1,497 cc",,"$16,570","$12,306","$7,236","$7,330 / year",Mid-Sized Sedan
AUDI Q7 2.0A TFSI QUATTRO,"$202,888   ",10-Sep-2018,7yrs 3mths 22days,2018,"75,000 km",2,Auto,"1,984 cc",,"$37,989","$59,271","$86,816","$22,350 / year",SUV
MERCEDES-BENZ B-CLASS B200 PROGRESSIVE,"$153,888   ",26-Feb-2020,8yrs 9mths 7days,2019,"21,000 km",1,Auto,"1,332 cc",,"$37,109","$34,263","$62,562","$15,250 / year",Hatchback
MERCEDES-BENZ E-CLASS E250 CGI AVANTGARDE (COE TILL 09/2029),"$75,800   ",26-Feb-2010,8yrs 4mths 12days,2009,"137,009 km",3,Auto,"1,796 cc",,"$37,941","$52,997","$31,777","$9,050 / year",Luxury Sedan
LAND ROVER RANGE ROVER SPORT DIESEL 3.0A (COE TILL 09/2030),"$111,800   ",11-Nov-2010,9yrs 4mths 12days,2010,"118,000 km",5,Auto,"2,993 cc",Diesel,"$34,935","$80,637","$32,753","$11,920 / year",SUV
TOYOTA COROLLA ALTIS 1.6A (COE TILL 03/2031),"$59,888   ",17-Mar-2011,9yrs 9mths 26days,2010,"150,210 km",3,Auto,"1,598 cc",,"$41,397","$16,446","$40,705","$6,090 / year",Mid-Sized Sedan
LAND ROVER RANGE ROVER VELAR 2.0A SI4 R-DYNAMIC,"$248,000   ",12-Apr-2019,7yrs 10mths 24days,2018,"9,000 km",2,Auto,"1,997 cc",,"$43,102","$67,922","$104,763","$25,410 / year",SUV
AUDI A3 SEDAN 1.4A TFSI S-TRONIC AMBIENTE,"$47,800   ",28-Jun-2014,3yrs 1mth 9days,2014,"101,000 km",3,Auto,"1,395 cc",,"$65,501","$27,213","$30,200","$12,930 / year",Luxury Sedan
PORSCHE BOXSTER 2.7A (COE TILL 10/2027),"$87,000   ",23-Oct-2008,6yrs 5mths 13days,2006,"104,000 km",2,Auto,"2,687 cc",,"$50,451","$49,704","$32,579","$13,470 / year",Sports Car
SUBARU WRX 2.0A,"$99,800   ",12-May-2016,4yrs 11mths 23days,2016,"47,318 km",4,Auto,"1,998 cc",,"$38,610","$27,492","$40,584","$16,970 / year",Sports Car
TOYOTA VIOS 1.5A E SPORTS (COE TILL 09/2025),"$32,000   ",29-Sep-2010,4yrs 4mths 10days,2010,"171,000 km",2,Auto,"1,497 cc",,"$16,570","$12,306","$7,236","$7,330 / year",Mid-Sized Sedan
AUDI Q7 2.0A TFSI QUATTRO,"$202,888   ",10-Sep-2018,7yrs 3mths 22days,2018,"75,000 km",2,Auto,"1,984 cc",,"$37,989","$59,271","$86,816","$22,350 / year",SUV
MERCEDES-BENZ B-CLASS B200 PROGRESSIVE,"$153,888   ",26-Feb-2020,8yrs 9mths 7days,2019,"21,000 km",1,Auto,"1,332 cc",,"$37,109","$34,263","$62,562","$15,250 / year",Hatchback
LAND ROVER RANGE ROVER 3.0A VOGUE SUPERCHARGED,"$328,888   ",28-Aug-2017,6yrs 3mths 9days,2017,"45,888 km",1,Auto,"2,995 cc",,"$51,000","$119,069","$171,769","$37,540 / year",SUV
PORSCHE 911 GT3 RS PDK,"$627,000   ",18-Sep-2015,4yrs 3mths 30days,2015,"28,818 km",2,Auto,"3,996 cc",,"$62,140","$198,586","$257,569","$106,590 / year",Sports Car
MAZDA BIANTE 2.0A,"$60,800   ",14-Jul-2015,4yrs 1mth 25days,2015,"77,500 km",2,Auto,"1,998 cc",,"$63,025","$18,129","$38,885","$12,450 / year",MPV
MAZDA MX-5 1.6M (COE TILL 10/2029),"$74,888   ",07-Aug-1992,8yrs 5mths 13days,1992,"262,800 km",More than 6,Manual,"1,598 cc",,"$30,574","$18,883","$25,866","$8,850 / year",Sports Car
BENTLEY CONTINENTAL FLYING SPUR 6.0A (COE TILL 11/2030),"$195,000   ",01-Dec-2010,9yrs 6mths 12days,2008,"42,000 km",2,Auto,"5,998 cc",,"$40,014","$118,887","$38,183","$20,430 / year",Luxury Sedan
MERCEDES-BENZ A-CLASS A180 PROGRESSIVE,"$123,000   ",04-Apr-2019,7yrs 10mths 16days,2018,"31,000 km",1,Auto,"1,332 cc",,"$35,403","$30,464","$53,893","$13,410 / year",Hatchback
VOLVO V40 T2,"$71,822   ",26-Apr-2017,5yrs 11mths 7days,2017,"66,899 km",2,Auto,"1,498 cc",,"$52,000","$23,513","$45,826","$10,410 / year",Hatchback
BMW 3 SERIES 316I,"$59,800   ",28-Aug-2014,3yrs 3mths 9days,2014,"45,000 km",2,Auto,"1,598 cc",,"$68,689","$29,976","$38,105","$14,580 / year",Luxury Sedan
AUDI A3 SPORTBACK 1.0A TFSI S-TRONIC,"$82,800   ",08-Jul-2017,6yrs 1mth 19days,2017,"48,650 km",1,Auto,999 cc,,"$42,801","$23,773","$37,741","$12,240 / year",Hatchback
AUDI Q7 2.0A TFSI QUATTRO,"$202,888   ",10-Sep-2018,7yrs 3mths 22days,2018,"75,000 km",2,Auto,"1,984 cc",,"$37,989","$59,271","$86,816","$22,350 / year",SUV
MERCEDES-BENZ B-CLASS B200 PROGRESSIVE,"$153,888   ",26-Feb-2020,8yrs 9mths 7days,2019,"21,000 km",1,Auto,"1,332 cc",,"$37,109","$34,263","$62,562","$15,250 / year",Hatchback
TOYOTA NOAH HYBRID 1.8A X,"$143,988   ",17-Mar-2021,9yrs 9mths 26days,2020,652 km,1,Auto,"1,797 cc",Petrol-Electric,"$50,100","$34,394","$68,127","$13,360 / year",MPV
NISSAN FAIRLADY 370Z (COE TILL 12/2028),"$90,000   ",17-Jul-2009,7yrs 7mths 13days,2009,"85,000 km",More than 6,Auto,"3,696 cc",,"$31,553","$49,509","$24,067","$11,800 / year",Sports Car
LAND ROVER RANGE ROVER VELAR 2.0A SI4 R-DYNAMIC,"$248,000   ",12-Apr-2019,7yrs 10mths 24days,2018,"9,000 km",2,Auto,"1,997 cc",,"$43,102","$67,922","$104,763","$25,410 / year",SUV
AUDI A3 SEDAN 1.4A TFSI S-TRONIC AMBIENTE,"$47,800   ",28-Jun-2014,3yrs 1mth 9days,2014,"101,000 km",3,Auto,"1,395 cc",,"$65,501","$27,213","$30,200","$12,930 / year",Luxury Sedan
PORSCHE BOXSTER 2.7A (COE TILL 10/2027),"$87,000   ",23-Oct-2008,6yrs 5mths 13days,2006,"104,000 km",2,Auto,"2,687 cc",,"$50,451","$49,704","$32,579","$13,470 / year",Sports Car
SUBARU WRX 2.0A,"$99,800   ",12-May-2016,4yrs 11mths 23days,2016,"47,318 km",4,Auto,"1,998 cc",,"$38,610","$27,492","$40,584","$16,970 / year",Sports Car
